"a" "b" "contagem"
"30" "345" 5
"30" "348" 1
"30" "349" 1
"30" "355" 1
"30" "360" 1
"30" "363" 2
"30" "365" 1
"30" "367" 1
"30" "370" 3
"30" "375" 14
"30" "377" 4
"30" "378" 1
"30" "387" 1
"30" "391" 1
"30" "396" 3
"30" "397" 1
"30" "401" 4
"30" "405" 1
"30" "407" 1
"30" "408" 2
"30" "410" 4
"30" "413" 1
"30" "419" 1
"30" "420" 1
"30" "426" 1
"30" "427" 6
"30" "429" 1
"30" "432" 1
"30" "433" 6
"30" "435" 5
"30" "436" 11
"30" "437" 6
"30" "439" 7
"30" "445" 1
"30" "447" 1
"30" "451" 1
"30" "452" 1
"30" "455" 1
"30" "458" 1
"30" "459" 3
"30" "460" 17
"30" "462" 1
"30" "463" 8
"30" "464" 1
"30" "467" 1
"30" "469" 1
"30" "471" 1
"30" "472" 2
"30" "475" 1
"30" "476" 7
"30" "482" 1
"30" "485" 1
"30" "487" 4
"30" "490" 1
"30" "493" 1
"30" "501" 1
"30" "505" 1
"30" "507" 1
"30" "510" 1
"30" "511" 1
"30" "516" 1
"30" "518" 1
"30" "519" 1
"30" "520" 1
"30" "521" 1
"30" "522" 1
"30" "524" 1
"30" "527" 1
"30" "528" 1
"30" "533" 1
"30" "534" 1
"30" "535" 1
"30" "536" 1
"30" "540" 1
"30" "541" 1
"30" "545" 1
"30" "546" 1
"30" "548" 24
"30" "551" 1
"30" "553" 1
"30" "554" 1
"30" "556" 2
"30" "560" 1
"30" "567" 1
"30" "571" 1
"30" "573" 1
"30" "574" 1
"30" "575" 40
"30" "580" 1
"30" "581" 1
"30" "582" 1
"30" "585" 11
"30" "586" 1
"30" "587" 1
"30" "592" 1
"30" "596" 10
"30" "597" 1
"30" "599" 1
"30" "602" 1
"30" "603" 1
"30" "606" 1
"30" "610" 1
"30" "614" 1
"30" "620" 1
"30" "624" 1
"30" "626" 1
"30" "631" 1
"30" "633" 1
"30" "635" 1
"30" "638" 1
"30" "645" 1
"30" "646" 1
"30" "648" 1
"30" "651" 2
"30" "652" 1
"30" "654" 2
"30" "658" 1
"30" "668" 1
"30" "671" 1
"30" "674" 1
"30" "676" 1
"30" "679" 1
"30" "680" 1
"30" "682" 2
"30" "686" 1
"30" "689" 1
"30" "691" 1
"30" "692" 1
"30" "693" 1
"30" "694" 1
"30" "695" 1
"30" "697" 1
"30" "701" 1
"30" "705" 1
"30" "707" 1
"30" "708" 1
"30" "709" 1
"30" "710" 1
"30" "712" 1
"30" "713" 1
"30" "714" 1
"30" "719" 1
"30" "720" 1
"30" "724" 1
"30" "725" 1
"30" "726" 1
"30" "729" 1
"30" "730" 1
"30" "731" 1
"30" "736" 1
"30" "738" 1
"30" "742" 1
"30" "744" 1
"30" "748" 1
"30" "750" 1
"30" "751" 2
"30" "753" 1
"30" "755" 1
"30" "756" 1
"30" "757" 1
"30" "763" 1
"30" "766" 1
"30" "768" 1
"30" "769" 1
"30" "772" 1
"30" "778" 1
"30" "782" 1
"30" "783" 1
"30" "785" 1
"30" "786" 1
"30" "788" 1
"30" "789" 1
"30" "791" 1
"30" "792" 1
"30" "795" 2
"30" "798" 1
"30" "800" 1
"30" "802" 6
"30" "808" 1
"30" "809" 1
"30" "813" 9
"30" "814" 1
"30" "818" 1
"30" "820" 1
"30" "821" 1
"30" "829" 1
"30" "834" 1
"30" "842" 1
"30" "845" 1
"30" "846" 1
"30" "847" 1
"30" "848" 1
"30" "850" 1
"30" "851" 5
"30" "853" 1
"30" "856" 1
"30" "860" 1
"30" "861" 2
"30" "868" 2
"30" "869" 1
"30" "870" 1
"30" "873" 4
"30" "874" 1
"30" "876" 1
"30" "877" 2
"30" "878" 1
"30" "879" 1
"30" "882" 3
"30" "884" 1
"30" "888" 1
"30" "891" 8
"30" "897" 1
"30" "898" 1
"30" "911" 1
"30" "913" 1
"30" "916" 1
"30" "917" 1
"30" "920" 16
"30" "926" 4
"30" "928" 1
"30" "934" 1
"30" "941" 3
"30" "943" 1
"30" "944" 1
"30" "947" 1
"30" "950" 1
"30" "952" 1
"30" "954" 2
"30" "958" 1
"30" "960" 1
"30" "962" 1
"30" "964" 1
"30" "965" 1
"30" "971" 1
"30" "979" 1
"30" "983" 1
"30" "986" 1
"30" "987" 2
"30" "988" 1
"30" "989" 1
"30" "992" 1
"30" "994" 1
"30" "996" 2
"30" "998" 8
"30" "999" 1
"30" "1002" 1
"30" "1003" 1
"30" "1005" 1
"30" "1015" 1
"30" "1016" 1
"30" "1017" 24
"30" "1018" 1
"30" "1019" 1
"30" "1027" 9
"30" "1031" 1
"30" "1034" 1
"30" "1038" 1
"30" "1045" 2
"30" "1046" 1
"30" "1048" 1
"30" "1054" 1
"30" "1058" 2
"30" "1060" 1
"30" "1064" 1
"30" "1067" 1
"30" "1068" 1
"30" "1069" 3
"30" "1070" 6
"30" "1072" 1
"30" "1074" 7
"30" "1081" 1
"30" "1083" 5
"30" "1084" 1
"30" "1086" 1
"30" "1092" 8
"30" "1094" 1
"30" "1106" 1
"30" "1107" 2
"30" "1109" 4
"31" "32" 103
"31" "33" 42
"31" "34" 52
"31" "35" 72
"31" "36" 1
"31" "37" 55
"31" "38" 4
"31" "39" 39
"31" "40" 13
"31" "41" 100
"31" "42" 83
"31" "43" 40
"31" "44" 52
"31" "45" 68
"31" "46" 11
"31" "47" 75
"31" "48" 112
"31" "49" 76
"31" "50" 4
"31" "51" 24
"31" "52" 6
"31" "53" 35
"31" "54" 11
"31" "55" 2
"31" "56" 18
"31" "57" 25
"31" "58" 10
"31" "59" 1
"31" "60" 5
"31" "61" 8
"31" "62" 25
"31" "70" 11
"31" "73" 3
"31" "75" 2
"31" "81" 2
"31" "85" 2
"31" "88" 13
"31" "90" 31
"31" "95" 6
"31" "102" 1
"31" "113" 1
"31" "114" 1
"31" "115" 11
"31" "120" 22
"31" "121" 1
"31" "122" 1
"31" "144" 17
"31" "148" 1
"31" "150" 2
"31" "151" 4
"31" "153" 5
"31" "159" 9
"31" "160" 1
"31" "163" 1
"31" "211" 1
"31" "233" 1
"31" "239" 3
"31" "259" 2
"31" "274" 1
"31" "275" 1
"31" "276" 1
"31" "284" 1
"31" "287" 12
"31" "294" 2
"31" "300" 1
"31" "306" 6
"31" "307" 1
"31" "311" 42
"31" "318" 14
"31" "323" 1
"31" "325" 1
"31" "331" 1
"31" "337" 18
"31" "338" 9
"31" "345" 71
"31" "357" 1
"31" "363" 4
"31" "367" 1
"31" "370" 2
"31" "371" 1
"31" "375" 10
"31" "376" 1
"31" "377" 14
"31" "384" 1
"31" "388" 1
"31" "396" 85
"31" "401" 11
"31" "408" 1
"31" "409" 1
"31" "413" 2
"31" "416" 1
"31" "424" 1
"31" "427" 3
"31" "428" 1
"31" "433" 8
"31" "435" 2
"31" "436" 21
"31" "437" 25
"31" "439" 23
"31" "444" 1
"31" "446" 1
"31" "450" 1
"31" "451" 1
"31" "459" 2
"31" "460" 43
"31" "463" 21
"31" "466" 1
"31" "469" 1
"31" "472" 26
"31" "473" 1
"31" "482" 1
"31" "501" 1
"31" "505" 1
"31" "507" 1
"31" "515" 1
"31" "517" 1
"31" "525" 1
"31" "534" 23
"31" "539" 1
"31" "548" 10
"31" "550" 1
"31" "554" 7
"31" "557" 14
"31" "563" 1
"31" "570" 2
"31" "571" 1
"31" "572" 1
"31" "574" 13
"31" "575" 7
"31" "577" 1
"31" "585" 1
"31" "591" 2
"31" "594" 1
"31" "596" 4
"31" "599" 1
"31" "605" 1
"31" "611" 39
"31" "615" 1
"31" "624" 1
"31" "631" 1
"31" "634" 1
"31" "637" 1
"31" "639" 1
"31" "644" 1
"31" "658" 1
"31" "661" 1
"31" "676" 4
"31" "677" 1
"31" "682" 1
"31" "687" 1
"31" "698" 1
"31" "702" 1
"31" "712" 1
"31" "713" 1
"31" "724" 1
"31" "725" 2
"31" "729" 2
"31" "730" 1
"31" "731" 1
"31" "742" 1
"31" "751" 4
"31" "757" 1
"31" "758" 1
"31" "762" 1
"31" "763" 1
"31" "771" 1
"31" "793" 1
"31" "798" 1
"31" "802" 7
"31" "803" 1
"31" "808" 2
"31" "813" 12
"31" "829" 1
"31" "835" 1
"31" "840" 1
"31" "844" 1
"31" "846" 9
"31" "851" 23
"31" "860" 13
"31" "864" 1
"31" "868" 5
"31" "873" 8
"31" "874" 1
"31" "877" 1
"31" "881" 1
"31" "882" 5
"31" "891" 5
"31" "906" 1
"31" "920" 7
"31" "924" 1
"31" "926" 1
"31" "928" 2
"31" "929" 1
"31" "937" 1
"31" "957" 1
"31" "959" 1
"31" "968" 1
"31" "969" 1
"31" "980" 1
"31" "987" 5
"31" "992" 1
"31" "993" 1
"31" "994" 1
"31" "995" 1
"31" "996" 1
"31" "998" 3
"31" "1003" 20
"31" "1005" 1
"31" "1007" 1
"31" "1016" 1
"31" "1017" 2
"31" "1027" 5
"31" "1035" 1
"31" "1036" 1
"31" "1045" 1
"31" "1046" 2
"31" "1056" 3
"31" "1058" 26
"31" "1063" 1
"31" "1070" 3
"31" "1074" 20
"31" "1081" 79
"31" "1083" 70
"31" "1092" 4
"31" "1096" 1
"31" "1106" 1
"31" "1107" 1
"31" "1109" 65
"32" "33" 44
"32" "34" 71
"32" "35" 66
"32" "36" 5
"32" "37" 62
"32" "38" 11
"32" "39" 48
"32" "40" 16
"32" "41" 123
"32" "42" 70
"32" "43" 29
"32" "44" 63
"32" "45" 82
"32" "46" 16
"32" "47" 97
"32" "48" 114
"32" "49" 93
"32" "50" 12
"32" "51" 25
"32" "52" 8
"32" "53" 62
"32" "54" 22
"32" "55" 12
"32" "56" 14
"32" "57" 43
"32" "58" 19
"32" "59" 15
"32" "60" 16
"32" "61" 28
"32" "62" 34
"32" "65" 1
"32" "69" 1
"32" "70" 11
"32" "73" 4
"32" "81" 3
"32" "83" 1
"32" "85" 3
"32" "88" 15
"32" "90" 35
"32" "95" 10
"32" "104" 1
"32" "105" 3
"32" "106" 1
"32" "108" 2
"32" "112" 2
"32" "113" 1
"32" "114" 3
"32" "115" 10
"32" "116" 2
"32" "117" 1
"32" "120" 19
"32" "121" 5
"32" "125" 1
"32" "140" 1
"32" "144" 7
"32" "148" 1
"32" "150" 2
"32" "151" 3
"32" "153" 1
"32" "155" 1
"32" "159" 3
"32" "162" 1
"32" "163" 1
"32" "165" 2
"32" "169" 1
"32" "180" 1
"32" "190" 1
"32" "198" 1
"32" "211" 1
"32" "239" 3
"32" "253" 1
"32" "259" 1
"32" "262" 1
"32" "267" 1
"32" "270" 1
"32" "271" 2
"32" "272" 1
"32" "276" 1
"32" "282" 1
"32" "285" 1
"32" "287" 11
"32" "288" 1
"32" "292" 1
"32" "293" 2
"32" "294" 2
"32" "297" 1
"32" "300" 1
"32" "304" 1
"32" "306" 9
"32" "307" 1
"32" "311" 46
"32" "314" 1
"32" "317" 1
"32" "318" 17
"32" "323" 2
"32" "329" 1
"32" "337" 12
"32" "338" 12
"32" "343" 1
"32" "345" 71
"32" "360" 1
"32" "363" 6
"32" "365" 1
"32" "367" 1
"32" "368" 1
"32" "375" 20
"32" "377" 25
"32" "386" 1
"32" "387" 1
"32" "396" 52
"32" "401" 10
"32" "408" 1
"32" "410" 1
"32" "414" 1
"32" "422" 1
"32" "427" 8
"32" "433" 12
"32" "435" 5
"32" "436" 14
"32" "437" 23
"32" "439" 14
"32" "444" 1
"32" "446" 1
"32" "447" 1
"32" "458" 1
"32" "459" 1
"32" "460" 38
"32" "463" 16
"32" "467" 1
"32" "468" 1
"32" "472" 40
"32" "478" 1
"32" "482" 1
"32" "487" 1
"32" "488" 1
"32" "505" 1
"32" "506" 1
"32" "508" 1
"32" "511" 1
"32" "516" 1
"32" "521" 1
"32" "522" 1
"32" "524" 1
"32" "534" 24
"32" "539" 1
"32" "540" 2
"32" "541" 1
"32" "545" 1
"32" "548" 14
"32" "554" 4
"32" "557" 16
"32" "558" 2
"32" "562" 1
"32" "567" 1
"32" "570" 2
"32" "574" 16
"32" "575" 19
"32" "585" 2
"32" "591" 3
"32" "596" 1
"32" "597" 1
"32" "611" 41
"32" "616" 1
"32" "622" 1
"32" "624" 1
"32" "631" 1
"32" "634" 1
"32" "637" 1
"32" "653" 1
"32" "658" 1
"32" "667" 1
"32" "687" 2
"32" "691" 1
"32" "694" 1
"32" "704" 2
"32" "713" 1
"32" "730" 1
"32" "731" 1
"32" "744" 1
"32" "745" 1
"32" "746" 1
"32" "748" 1
"32" "757" 1
"32" "761" 1
"32" "763" 1
"32" "771" 1
"32" "793" 1
"32" "802" 6
"32" "808" 3
"32" "812" 1
"32" "813" 13
"32" "815" 1
"32" "824" 1
"32" "828" 1
"32" "829" 1
"32" "835" 1
"32" "837" 1
"32" "845" 1
"32" "846" 5
"32" "849" 1
"32" "851" 27
"32" "853" 1
"32" "854" 2
"32" "860" 14
"32" "861" 1
"32" "868" 5
"32" "871" 1
"32" "872" 1
"32" "873" 9
"32" "874" 1
"32" "882" 9
"32" "891" 6
"32" "906" 1
"32" "919" 1
"32" "920" 6
"32" "926" 13
"32" "934" 1
"32" "941" 3
"32" "944" 1
"32" "950" 1
"32" "955" 1
"32" "957" 1
"32" "958" 1
"32" "963" 1
"32" "966" 2
"32" "971" 1
"32" "972" 1
"32" "976" 1
"32" "983" 1
"32" "984" 1
"32" "987" 6
"32" "994" 1
"32" "995" 1
"32" "996" 3
"32" "998" 6
"32" "1003" 25
"32" "1006" 2
"32" "1011" 1
"32" "1016" 2
"32" "1017" 1
"32" "1027" 10
"32" "1030" 1
"32" "1041" 1
"32" "1044" 2
"32" "1046" 2
"32" "1056" 1
"32" "1058" 42
"32" "1065" 2
"32" "1067" 1
"32" "1070" 13
"32" "1072" 1
"32" "1074" 33
"32" "1077" 1
"32" "1081" 59
"32" "1083" 65
"32" "1087" 1
"32" "1092" 6
"32" "1102" 1
"32" "1109" 67
"32" "1110" 1
"33" "34" 45
"33" "35" 38
"33" "36" 25
"33" "37" 58
"33" "38" 38
"33" "39" 42
"33" "40" 27
"33" "41" 61
"33" "42" 58
"33" "43" 50
"33" "44" 42
"33" "45" 54
"33" "46" 38
"33" "47" 43
"33" "48" 60
"33" "49" 37
"33" "50" 33
"33" "51" 50
"33" "52" 27
"33" "53" 23
"33" "54" 29
"33" "55" 14
"33" "56" 28
"33" "57" 13
"33" "58" 22
"33" "59" 15
"33" "60" 14
"33" "61" 6
"33" "62" 10
"33" "65" 1
"33" "70" 16
"33" "79" 1
"33" "81" 1
"33" "85" 4
"33" "88" 8
"33" "90" 27
"33" "94" 1
"33" "95" 24
"33" "102" 1
"33" "108" 9
"33" "114" 10
"33" "115" 7
"33" "119" 1
"33" "120" 13
"33" "121" 2
"33" "142" 1
"33" "143" 1
"33" "144" 11
"33" "147" 1
"33" "150" 5
"33" "151" 5
"33" "153" 19
"33" "154" 1
"33" "157" 1
"33" "159" 8
"33" "161" 1
"33" "194" 1
"33" "211" 1
"33" "224" 1
"33" "239" 2
"33" "249" 1
"33" "259" 3
"33" "267" 1
"33" "270" 1
"33" "275" 1
"33" "282" 1
"33" "284" 1
"33" "287" 9
"33" "292" 1
"33" "293" 1
"33" "294" 6
"33" "297" 1
"33" "304" 1
"33" "306" 20
"33" "310" 1
"33" "311" 16
"33" "318" 9
"33" "320" 1
"33" "325" 1
"33" "333" 1
"33" "337" 15
"33" "338" 13
"33" "344" 2
"33" "345" 35
"33" "349" 1
"33" "351" 1
"33" "357" 1
"33" "359" 1
"33" "360" 4
"33" "363" 8
"33" "365" 1
"33" "367" 1
"33" "375" 17
"33" "377" 21
"33" "381" 1
"33" "388" 2
"33" "395" 1
"33" "396" 34
"33" "397" 1
"33" "401" 9
"33" "411" 1
"33" "424" 1
"33" "427" 4
"33" "433" 13
"33" "436" 15
"33" "437" 39
"33" "439" 22
"33" "444" 1
"33" "458" 1
"33" "460" 44
"33" "463" 20
"33" "464" 1
"33" "465" 1
"33" "467" 2
"33" "468" 1
"33" "470" 1
"33" "472" 21
"33" "473" 1
"33" "475" 1
"33" "476" 1
"33" "487" 1
"33" "497" 1
"33" "501" 1
"33" "508" 1
"33" "517" 1
"33" "524" 1
"33" "530" 1
"33" "534" 16
"33" "536" 1
"33" "544" 1
"33" "548" 23
"33" "554" 5
"33" "556" 1
"33" "557" 16
"33" "558" 1
"33" "574" 8
"33" "575" 29
"33" "585" 3
"33" "591" 3
"33" "592" 1
"33" "594" 1
"33" "596" 1
"33" "603" 1
"33" "611" 12
"33" "614" 1
"33" "615" 1
"33" "622" 1
"33" "631" 1
"33" "632" 1
"33" "635" 1
"33" "636" 1
"33" "638" 3
"33" "639" 1
"33" "648" 1
"33" "658" 1
"33" "661" 1
"33" "662" 1
"33" "664" 1
"33" "676" 1
"33" "682" 2
"33" "683" 1
"33" "687" 1
"33" "692" 1
"33" "697" 1
"33" "704" 1
"33" "712" 1
"33" "714" 1
"33" "730" 1
"33" "731" 1
"33" "738" 1
"33" "746" 1
"33" "750" 1
"33" "755" 1
"33" "757" 1
"33" "761" 1
"33" "768" 1
"33" "770" 1
"33" "771" 1
"33" "775" 1
"33" "779" 1
"33" "785" 1
"33" "791" 1
"33" "796" 1
"33" "799" 1
"33" "802" 21
"33" "808" 2
"33" "809" 2
"33" "813" 27
"33" "820" 1
"33" "831" 1
"33" "837" 1
"33" "846" 4
"33" "848" 1
"33" "851" 18
"33" "855" 3
"33" "860" 6
"33" "861" 2
"33" "864" 1
"33" "868" 6
"33" "873" 7
"33" "879" 2
"33" "881" 1
"33" "882" 8
"33" "891" 12
"33" "902" 2
"33" "911" 2
"33" "920" 9
"33" "926" 11
"33" "935" 1
"33" "939" 1
"33" "940" 1
"33" "941" 1
"33" "947" 1
"33" "958" 1
"33" "959" 1
"33" "962" 1
"33" "966" 1
"33" "967" 1
"33" "970" 1
"33" "987" 10
"33" "996" 3
"33" "998" 5
"33" "1003" 8
"33" "1005" 1
"33" "1006" 1
"33" "1012" 1
"33" "1016" 1
"33" "1017" 1
"33" "1027" 9
"33" "1032" 3
"33" "1033" 1
"33" "1035" 1
"33" "1037" 1
"33" "1045" 1
"33" "1046" 2
"33" "1049" 1
"33" "1053" 1
"33" "1056" 2
"33" "1058" 31
"33" "1070" 7
"33" "1072" 2
"33" "1074" 25
"33" "1075" 1
"33" "1081" 36
"33" "1083" 37
"33" "1089" 1
"33" "1092" 8
"33" "1109" 21
"34" "35" 51
"34" "36" 51
"34" "37" 59
"34" "38" 65
"34" "39" 49
"34" "40" 76
"34" "41" 68
"34" "42" 45
"34" "43" 59
"34" "44" 90
"34" "45" 82
"34" "46" 72
"34" "47" 66
"34" "48" 73
"34" "49" 74
"34" "50" 73
"34" "51" 58
"34" "52" 15
"34" "53" 29
"34" "54" 30
"34" "55" 46
"34" "56" 29
"34" "57" 23
"34" "58" 48
"34" "59" 39
"34" "60" 45
"34" "61" 40
"34" "62" 28
"34" "63" 1
"34" "65" 1
"34" "67" 1
"34" "69" 1
"34" "70" 12
"34" "79" 1
"34" "85" 10
"34" "88" 11
"34" "90" 26
"34" "94" 1
"34" "95" 31
"34" "100" 1
"34" "102" 1
"34" "108" 6
"34" "113" 1
"34" "114" 6
"34" "115" 4
"34" "117" 1
"34" "120" 16
"34" "121" 10
"34" "125" 1
"34" "134" 1
"34" "137" 2
"34" "144" 7
"34" "149" 1
"34" "150" 5
"34" "151" 7
"34" "153" 8
"34" "154" 1
"34" "157" 3
"34" "159" 4
"34" "160" 1
"34" "161" 1
"34" "168" 1
"34" "180" 1
"34" "187" 1
"34" "210" 1
"34" "211" 1
"34" "239" 1
"34" "249" 1
"34" "258" 1
"34" "259" 1
"34" "262" 1
"34" "271" 1
"34" "275" 1
"34" "277" 1
"34" "284" 1
"34" "285" 1
"34" "287" 4
"34" "289" 1
"34" "292" 1
"34" "293" 1
"34" "294" 10
"34" "300" 1
"34" "306" 4
"34" "311" 25
"34" "312" 1
"34" "314" 1
"34" "318" 5
"34" "319" 1
"34" "332" 1
"34" "337" 39
"34" "338" 20
"34" "345" 32
"34" "351" 1
"34" "353" 1
"34" "360" 5
"34" "363" 8
"34" "364" 1
"34" "365" 2
"34" "370" 2
"34" "373" 1
"34" "375" 23
"34" "377" 25
"34" "378" 1
"34" "387" 1
"34" "390" 1
"34" "395" 1
"34" "396" 33
"34" "401" 6
"34" "408" 1
"34" "409" 2
"34" "410" 1
"34" "425" 1
"34" "427" 12
"34" "431" 2
"34" "433" 17
"34" "434" 1
"34" "436" 14
"34" "437" 6
"34" "439" 21
"34" "450" 1
"34" "451" 2
"34" "460" 32
"34" "463" 15
"34" "464" 1
"34" "465" 1
"34" "468" 1
"34" "472" 22
"34" "477" 1
"34" "485" 1
"34" "487" 1
"34" "497" 1
"34" "501" 1
"34" "505" 1
"34" "511" 1
"34" "515" 1
"34" "517" 1
"34" "524" 1
"34" "525" 1
"34" "526" 1
"34" "530" 1
"34" "534" 24
"34" "545" 1
"34" "548" 21
"34" "554" 1
"34" "557" 13
"34" "558" 1
"34" "560" 1
"34" "563" 1
"34" "574" 7
"34" "575" 34
"34" "578" 1
"34" "580" 1
"34" "583" 1
"34" "585" 3
"34" "588" 1
"34" "591" 1
"34" "594" 1
"34" "596" 2
"34" "597" 1
"34" "599" 1
"34" "603" 1
"34" "608" 1
"34" "611" 13
"34" "615" 1
"34" "631" 1
"34" "632" 1
"34" "635" 1
"34" "642" 1
"34" "653" 1
"34" "654" 1
"34" "655" 1
"34" "658" 2
"34" "672" 1
"34" "682" 1
"34" "683" 1
"34" "689" 1
"34" "693" 1
"34" "702" 1
"34" "707" 1
"34" "711" 1
"34" "712" 1
"34" "725" 1
"34" "730" 1
"34" "740" 1
"34" "746" 1
"34" "748" 1
"34" "761" 1
"34" "762" 1
"34" "770" 1
"34" "771" 1
"34" "782" 1
"34" "785" 1
"34" "791" 1
"34" "796" 1
"34" "798" 2
"34" "800" 1
"34" "802" 18
"34" "808" 1
"34" "809" 1
"34" "813" 13
"34" "822" 1
"34" "823" 1
"34" "827" 1
"34" "829" 1
"34" "831" 1
"34" "833" 1
"34" "836" 1
"34" "837" 1
"34" "840" 1
"34" "843" 1
"34" "847" 1
"34" "849" 1
"34" "851" 21
"34" "852" 1
"34" "860" 7
"34" "861" 1
"34" "865" 3
"34" "868" 2
"34" "873" 12
"34" "874" 1
"34" "877" 2
"34" "879" 1
"34" "881" 1
"34" "882" 13
"34" "891" 15
"34" "903" 1
"34" "904" 1
"34" "911" 1
"34" "916" 1
"34" "920" 7
"34" "925" 1
"34" "926" 16
"34" "932" 1
"34" "934" 1
"34" "939" 1
"34" "941" 1
"34" "944" 1
"34" "947" 1
"34" "951" 1
"34" "953" 1
"34" "954" 1
"34" "958" 1
"34" "959" 1
"34" "963" 1
"34" "973" 1
"34" "984" 1
"34" "985" 2
"34" "987" 13
"34" "992" 1
"34" "995" 1
"34" "996" 2
"34" "998" 7
"34" "1002" 1
"34" "1003" 11
"34" "1005" 1
"34" "1006" 1
"34" "1007" 1
"34" "1015" 1
"34" "1016" 2
"34" "1017" 7
"34" "1022" 1
"34" "1027" 10
"34" "1031" 1
"34" "1046" 5
"34" "1048" 1
"34" "1050" 1
"34" "1058" 16
"34" "1070" 13
"34" "1072" 1
"34" "1074" 28
"34" "1081" 38
"34" "1083" 36
"34" "1084" 1
"34" "1087" 1
"34" "1092" 17
"34" "1105" 1
"34" "1106" 1
"34" "1107" 1
"34" "1109" 33
"34" "1110" 1
"35" "36" 34
"35" "37" 75
"35" "38" 30
"35" "39" 72
"35" "40" 26
"35" "41" 48
"35" "42" 55
"35" "43" 46
"35" "44" 35
"35" "45" 65
"35" "46" 32
"35" "47" 39
"35" "48" 86
"35" "49" 49
"35" "50" 36
"35" "51" 49
"35" "52" 17
"35" "53" 32
"35" "54" 19
"35" "55" 28
"35" "56" 12
"35" "57" 8
"35" "58" 25
"35" "59" 15
"35" "60" 9
"35" "61" 11
"35" "62" 9
"35" "70" 21
"35" "71" 2
"35" "73" 1
"35" "74" 1
"35" "81" 2
"35" "85" 4
"35" "88" 15
"35" "90" 14
"35" "95" 19
"35" "102" 1
"35" "103" 1
"35" "106" 1
"35" "108" 5
"35" "114" 5
"35" "115" 8
"35" "119" 1
"35" "120" 18
"35" "121" 2
"35" "123" 1
"35" "135" 1
"35" "144" 7
"35" "149" 2
"35" "150" 5
"35" "151" 16
"35" "153" 10
"35" "154" 1
"35" "157" 2
"35" "159" 4
"35" "160" 1
"35" "163" 1
"35" "170" 1
"35" "177" 1
"35" "181" 1
"35" "189" 1
"35" "203" 1
"35" "222" 1
"35" "225" 1
"35" "230" 1
"35" "236" 1
"35" "237" 1
"35" "239" 1
"35" "242" 1
"35" "262" 1
"35" "265" 1
"35" "267" 1
"35" "270" 1
"35" "271" 2
"35" "272" 1
"35" "275" 1
"35" "277" 1
"35" "286" 1
"35" "287" 4
"35" "294" 2
"35" "295" 1
"35" "297" 2
"35" "305" 1
"35" "306" 14
"35" "309" 1
"35" "311" 19
"35" "313" 1
"35" "318" 12
"35" "319" 1
"35" "337" 21
"35" "338" 18
"35" "344" 1
"35" "345" 49
"35" "353" 1
"35" "360" 3
"35" "363" 4
"35" "365" 1
"35" "367" 1
"35" "375" 28
"35" "377" 10
"35" "380" 1
"35" "388" 1
"35" "389" 1
"35" "396" 61
"35" "397" 2
"35" "401" 13
"35" "403" 1
"35" "405" 1
"35" "410" 2
"35" "424" 1
"35" "427" 5
"35" "433" 22
"35" "436" 17
"35" "437" 22
"35" "439" 12
"35" "440" 1
"35" "455" 1
"35" "458" 1
"35" "459" 3
"35" "460" 36
"35" "463" 18
"35" "464" 1
"35" "472" 24
"35" "476" 1
"35" "478" 1
"35" "485" 1
"35" "486" 1
"35" "487" 1
"35" "491" 1
"35" "500" 2
"35" "501" 1
"35" "506" 1
"35" "508" 1
"35" "511" 1
"35" "517" 1
"35" "522" 1
"35" "524" 1
"35" "525" 1
"35" "526" 1
"35" "527" 1
"35" "528" 1
"35" "530" 1
"35" "534" 21
"35" "535" 1
"35" "540" 2
"35" "541" 1
"35" "548" 28
"35" "550" 1
"35" "554" 6
"35" "557" 15
"35" "567" 1
"35" "568" 1
"35" "570" 1
"35" "574" 11
"35" "575" 29
"35" "585" 4
"35" "591" 2
"35" "592" 1
"35" "596" 1
"35" "599" 1
"35" "611" 29
"35" "614" 1
"35" "617" 1
"35" "624" 1
"35" "631" 3
"35" "635" 1
"35" "638" 1
"35" "642" 1
"35" "648" 1
"35" "654" 1
"35" "656" 1
"35" "657" 1
"35" "661" 1
"35" "665" 1
"35" "668" 1
"35" "671" 1
"35" "676" 1
"35" "687" 1
"35" "712" 1
"35" "713" 1
"35" "727" 2
"35" "728" 1
"35" "730" 1
"35" "741" 1
"35" "745" 1
"35" "753" 1
"35" "758" 1
"35" "762" 1
"35" "765" 2
"35" "766" 1
"35" "770" 1
"35" "772" 1
"35" "781" 1
"35" "784" 1
"35" "797" 1
"35" "798" 1
"35" "802" 11
"35" "808" 3
"35" "813" 24
"35" "818" 1
"35" "821" 1
"35" "826" 1
"35" "836" 1
"35" "840" 1
"35" "846" 8
"35" "851" 12
"35" "855" 1
"35" "857" 1
"35" "859" 1
"35" "860" 9
"35" "861" 1
"35" "866" 1
"35" "868" 7
"35" "873" 10
"35" "874" 1
"35" "882" 5
"35" "885" 1
"35" "891" 16
"35" "905" 1
"35" "920" 9
"35" "921" 1
"35" "926" 10
"35" "941" 3
"35" "944" 1
"35" "946" 1
"35" "947" 2
"35" "958" 3
"35" "963" 1
"35" "980" 1
"35" "982" 1
"35" "987" 9
"35" "992" 1
"35" "994" 1
"35" "996" 6
"35" "998" 4
"35" "1003" 17
"35" "1012" 1
"35" "1017" 3
"35" "1021" 1
"35" "1027" 10
"35" "1030" 1
"35" "1031" 1
"35" "1037" 2
